Order_ID,Order_Date,City,Area,Outlet_ID,Outlet_Name,Outlet_Location,Outlet_Size,Category,Brand,MRP,Discount_%,Selling_Price,Quantity,Sales,Cost,Profit,Payment_Mode,Delivery_Time_Minutes,Rating
ORD0450,19-05-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Dairy,Amul,500,10,450,4,1800,1245.03,554.97,Debit Card,30,4.5
ORD0451,17-02-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Grocery,Nestle,417,10,375.3,7,2627.1,2232.37,394.73,UPI,15,4.8
ORD0452,21-04-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Bakery,Tata,460,5,437,4,1748,1264.41,483.59,Debit Card,15,4.2
ORD0453,09-05-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Snacks,Aashirvaad,313,10,281.7,8,2253.6,1711.32,542.28,Cash,12,3.8
ORD0454,15-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Fruits,Britannia,500,5,475,6,2850,1882.95,967.05,Debit Card,12,4.5
ORD0455,04-06-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Grocery,Parle,128,20,102.4,1,102.4,75.24,27.16,Cash,22,4.1
ORD0456,12-02-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Beverages,Parle,77,5,73.15,1,73.15,59.29,13.86,Cash,28,4.8
ORD0457,29-01-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,High,Frozen Foods,Britannia,358,10,322.2,4,1288.8,1089.3,199.5,Credit Card,22,4.9
ORD0458,18-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Bakery,Fortune,300,5,285,8,2280,1878.38,401.62,Credit Card,25,4
ORD0459,04-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Beverages,Fortune,328,15,278.8,7,1951.6,1567.75,383.85,Debit Card,20,4.5
ORD0460,06-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Household,Tata,208,10,187.2,4,748.8,553.44,195.36,Credit Card,12,4.3
ORD0461,12-03-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,Medium,Beverages,MDH,443,25,332.25,8,2658,1979.18,678.82,Cash,28,4
ORD0462,01-04-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Bakery,Nestle,230,20,184,2,368,268.89,99.11,Credit Card,40,4.6
ORD0463,27-05-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Fruits,Amul,380,10,342,8,2736,2251.37,484.63,Debit Card,20,4.4
ORD0464,17-06-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Fruits,Fortune,271,25,203.25,5,1016.25,692.36,323.89,Credit Card,35,4.8
ORD0465,10-02-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Bakery,Fortune,352,25,264,4,1056,758.22,297.78,Credit Card,10,4
ORD0466,12-03-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Fruits,Nestle,365,15,310.25,8,2482,1832.12,649.88,Credit Card,35,4.9
ORD0467,25-05-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Fruits,Nestle,220,15,187,7,1309,1010.47,298.53,Debit Card,10,4.2
ORD0468,07-05-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Bakery,Amul,56,15,47.6,6,285.6,202.09,83.51,UPI,15,4.1
ORD0469,22-04-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Medium,Dairy,Tata,125,15,106.25,4,425,294.89,130.11,Cash,28,4.5
ORD0470,11-01-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Frozen Foods,Aashirvaad,445,10,400.5,7,2803.5,2291.88,511.62,Debit Card,10,4.6
ORD0471,15-01-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Dairy,Amul,355,10,319.5,5,1597.5,1050.55,546.95,UPI,20,4.6
ORD0472,20-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,High,Household,Britannia,107,20,85.6,3,256.8,172.42,84.38,Credit Card,10,5
ORD0473,01-03-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Fruits,Fortune,216,20,172.8,7,1209.6,847.52,362.08,Cash,12,4.9
ORD0474,24-06-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Frozen Foods,Amul,370,5,351.5,8,2812,2125.99,686.01,Debit Card,25,4.9
ORD0475,07-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Snacks,MDH,374,15,317.9,7,2225.3,1674.03,551.27,Cash,40,4.3
ORD0476,03-04-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,Medium,Beverages,Aashirvaad,306,25,229.5,1,229.5,187.94,41.56,Debit Card,20,5
ORD0477,18-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Medium,Beverages,Amul,364,10,327.6,6,1965.6,1629.5,336.1,Credit Card,20,4.6
ORD0478,20-05-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Grocery,Tata,184,25,138,6,828,564.44,263.56,Debit Card,8,4
ORD0479,20-04-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,High,Fruits,Tata,343,20,274.4,5,1372,1052.74,319.26,Cash,10,4.3
ORD0480,07-03-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Frozen Foods,Nestle,360,20,288,8,2304,1904.3,399.7,UPI,8,4.4
ORD0481,05-04-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Bakery,Parle,159,5,151.05,5,755.25,532.89,222.36,Debit Card,35,4.8
ORD0482,07-02-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,High,Grocery,Amul,399,20,319.2,2,638.4,420.88,217.52,Cash,20,4.6
ORD0483,09-01-2026,Mumbai,Powai,OUT007,Blinkit Powai,Tier 1,Medium,Frozen Foods,Amul,489,10,440.1,5,2200.5,1788.98,411.52,UPI,10,4.8
ORD0484,21-01-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Grocery,Nestle,160,20,128,8,1024,845.02,178.98,Cash,12,4.6
ORD0485,11-02-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Small,Frozen Foods,Britannia,380,10,342,5,1710,1226.53,483.47,Credit Card,18,4.9
ORD0486,17-01-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,High,Bakery,MDH,132,25,99,5,495,417.89,77.11,Cash,10,4.3
ORD0487,01-03-2026,Mumbai,Bandra,OUT008,Blinkit Bandra,Tier 1,High,Frozen Foods,MDH,462,15,392.7,1,392.7,313.75,78.95,Cash,18,4
ORD0488,05-02-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Frozen Foods,MDH,333,15,283.05,7,1981.35,1640.34,341.01,Credit Card,30,4.2
ORD0489,25-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Medium,Bakery,Tata,304,25,228,6,1368,933.56,434.44,Cash,25,4.5
ORD0490,08-01-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Medium,Beverages,MDH,247,25,185.25,3,555.75,396.12,159.63,UPI,18,4.3
ORD0491,12-06-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,Small,Snacks,Nestle,338,15,287.3,8,2298.4,1930.38,368.02,Cash,30,4
ORD0492,23-02-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,High,Dairy,Britannia,413,10,371.7,2,743.4,545.73,197.67,UPI,15,4.6
ORD0493,20-04-2026,Mumbai,Vile Parle,OUT005,Blinkit Vile Parle,Tier 1,Small,Grocery,Nestle,101,10,90.9,1,90.9,63.93,26.97,UPI,28,4.3
ORD0494,15-02-2026,Mumbai,Kandivali,OUT010,Blinkit Kandivali,Tier 1,Small,Dairy,Britannia,322,10,289.8,1,289.8,221.59,68.21,UPI,18,4.5
ORD0495,07-01-2026,Mumbai,Malad,OUT009,Blinkit Malad,Tier 1,Small,Bakery,Tata,215,20,172,7,1204,1021.63,182.37,Credit Card,28,4
ORD0496,20-04-2026,Mumbai,Santacruz,OUT006,Blinkit Santacruz,Tier 1,High,Bakery,Fortune,495,5,470.25,1,470.25,399.14,71.11,Credit Card,40,4.2
ORD0497,11-02-2026,Mumbai,Jogeshwari,OUT003,Blinkit Jogeshwari,Tier 1,Small,Snacks,Fortune,233,15,198.05,5,990.25,751.31,238.94,UPI,30,4.8
ORD0498,16-04-2026,Mumbai,Andheri West,OUT002,Blinkit Andheri West,Tier 1,Medium,Fruits,Amul,131,15,111.35,2,222.7,169.72,52.98,Cash,22,4
ORD0499,03-05-2026,Mumbai,Andheri East,OUT001,Blinkit Andheri East,Tier 1,High,Bakery,Aashirvaad,173,15,147.05,4,588.2,473.34,114.86,Credit Card,25,4.7
ORD0500,03-03-2026,Mumbai,Goregaon,OUT004,Blinkit Goregaon,Tier 1,Small,Snacks,Britannia,393,5,373.35,8,2986.8,2531.49,455.31,UPI,18,3.9
